# independent model# p_misseg: 0.003
# n_cells: 10000
# n_chrom: 92
 errors  dNk  dNk_w_noise
      2    4            6
      0    0            1
      0    0            1
      1    2            3
      0    0            0
      1    2            2
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      1    2            2
      0    0            0
      0    0            1
      0    0            0
      1    2            2
      1    2            3
      1    2            3
      1    2            3
      0    0            1
      0    0            0
      0    0            2
      0    0            1
      0    0            0
      0    0            0
      0    0            1
      0    0            3
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      1    2            5
      0    0            1
      0    0            2
      1    2            2
      1    2            3
      0    0            1
      1    2            4
      0    0            1
      0    0            0
      0    0            2
      0    0            1
      0    0            2
      0    0            1
      1    2            8
      0    0            1
      1    2            4
      1    2            2
      1    2            2
      0    0            1
      1    2            3
      0    0            1
      0    0            0
      0    0            2
      2    4            5
      0    0            2
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      0    0            0
      0    0            0
      1    2            3
      0    0            0
      1    2            3
      0    0            3
      0    0            0
      0    0            3
      0    0            1
      1    2            2
      0    0            2
      1    2            2
      1    2            3
      1    2            4
      2    0            2
      2    4            4
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      0    0            2
      0    0            0
      0    0            0
      1    2            3
      0    0            0
      0    0            0
      0    0            0
      0    0            2
      0    0            1
      0    0            1
      0    0            1
      1    2            4
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            1
      0    0            0
      1    2            3
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            0
      0    0            0
      1    2            3
      0    0            3
      0    0            0
      0    0            1
      1    2            2
      0    0            0
      0    0            0
      0    0            1
      0    0            0
      0    0            0
      1    2            4
      0    0            1
      1    2            3
      0    0            0
      0    0            2
      0    0            3
      0    0            1
      1    2            2
      0    0            1
      0    0            0
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      0    0            2
      0    0            1
      0    0            1
      0    0            2
      2    0            0
      0    0            1
      0    0            2
      0    0            0
      1    2            3
      0    0            0
      0    0            1
      0    0            0
      0    0            3
      0    0            1
      0    0            0
      0    0            3
      0    0            0
      1    2            3
      0    0            0
      1    2            3
      1    2            3
      0    0            1
      0    0            2
      0    0            1
      2    0            1
      0    0            1
      1    2            2
      0    0            1
      0    0            0
      1    2            5
      0    0            2
      0    0            3
      1    2            3
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      1    2            2
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      0    0            2
      0    0            0
      0    0            1
      0    0            0
      1    2            4
      1    2            2
      0    0            3
      0    0            0
      0    0            0
      1    2            4
      0    0            0
      0    0            0
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            2
      1    2            5
      0    0            0
      0    0            1
      0    0            1
      1    2            2
      1    2            4
      0    0            3
      0    0            2
      0    0            2
      0    0            1
      0    0            0
      0    0            1
      1    2            4
      1    2            2
      1    2            3
      0    0            1
      0    0            1
      0    0            1
      1    2            2
      0    0            0
      0    0            0
      0    0            1
      1    2            6
      0    0            0
      1    2            2
      0    0            1
      1    2            3
      0    0            2
      0    0            0
      0    0            0
      0    0            0
      0    0            4
      0    0            1
      0    0            2
      0    0            1
      0    0            0
      1    2            2
      0    0            1
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      1    2            3
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      0    0            0
      1    2            2
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      0    0            2
      2    0            1
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      1    2            2
      2    0            0
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      0    0            2
      0    0            1
      0    0            1
      1    2            2
      0    0            0
      0    0            3
      1    2            2
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      2    0            0
      0    0            2
      3    2            2
      0    0            0
      0    0            1
      0    0            2
      1    2            4
      0    0            0
      0    0            0
      0    0            0
      0    0            2
      0    0            1
      1    2            2
      0    0            1
      0    0            1
      0    0            0
      1    2            4
      0    0            0
      0    0            1
      1    2            2
      0    0            2
      0    0            1
      1    2            3
      0    0            2
      1    2            4
      0    0            4
      0    0            1
      0    0            0
      0    0            2
      1    2            3
      0    0            2
      0    0            0
      0    0            3
      0    0            0
      1    2            2
      1    2            2
      2    4            4
      0    0            1
      1    2            2
      1    2            7
      0    0            2
      0    0            0
      0    0            0
      2    4            4
      0    0            1
      1    2            3
      1    2            2
      0    0            1
      0    0            1
      2    4            4
      0    0            0
      0    0            2
      0    0            2
      1    2            2
      0    0            0
      0    0            3
      2    4            6
      0    0            0
      0    0            0
      1    2            3
      0    0            1
      0    0            2
      0    0            2
      0    0            0
      1    2            3
      1    2            2
      0    0            0
      1    2            2
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            2
      1    2            3
      0    0            2
      1    2            2
      0    0            2
      1    2            2
      0    0            0
      0    0            1
      0    0            2
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            3
      0    0            0
      1    2            4
      0    0            0
      1    2            3
      0    0            3
      0    0            0
      0    0            1
      1    2            3
      0    0            0
      1    2            5
      1    2            2
      1    2            4
      0    0            1
      1    2            3
      0    0            0
      0    0            2
      1    2            5
      1    2            4
      0    0            1
      1    2            2
      0    0            4
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      1    2            3
      0    0            0
      1    2            2
      1    2            4
      0    0            0
      0    0            2
      0    0            3
      0    0            0
      0    0            4
      0    0            1
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      1    2            5
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            2
      1    2            3
      2    4            4
      0    0            2
      0    0            2
      0    0            0
      0    0            0
      1    2            4
      0    0            2
      0    0            2
      0    0            0
      0    0            2
      1    2            2
      0    0            2
      1    2            3
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      0    0            2
      0    0            2
      0    0            2
      1    2            3
      1    2            2
      1    2            4
      0    0            1
      0    0            0
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      1    2            2
      0    0            1
      0    0            2
      1    2            2
      0    0            1
      1    2            2
      0    0            1
      1    2            3
      0    0            1
      1    2            3
      0    0            0
      4    4            4
      0    0            1
      1    2            3
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      0    0            2
      0    0            2
      0    0            2
      0    0            0
      2    4            6
      1    2            3
      0    0            1
      0    0            1
      0    0            0
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      1    2            3
      0    0            0
      0    0            1
      0    0            1
      0    0            2
      0    0            4
      0    0            2
      1    2            4
      1    2            3
      1    2            4
      1    2            3
      0    0            2
      0    0            1
      0    0            3
      1    2            3
      0    0            0
      1    2            4
      0    0            0
      0    0            2
      0    0            1
      0    0            0
      1    2            4
      0    0            1
      0    0            1
      0    0            0
      2    4            4
      0    0            1
      0    0            0
      0    0            2
      0    0            0
      0    0            0
      1    2            3
      0    0            1
      1    2            2
      0    0            0
      0    0            0
      0    0            1
      0    0            3
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      0    0            2
      1    2            4
      1    2            3
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      2    0            2
      0    0            0
      0    0            0
      0    0            3
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      0    0            3
      0    0            1
      0    0            1
      0    0            2
      0    0            2
      0    0            0
      1    2            2
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            5
      0    0            1
      0    0            0
      1    2            3
      0    0            2
      1    2            4
      2    0            1
      0    0            0
      0    0            2
      0    0            0
      0    0            4
      0    0            1
      1    2            4
      1    2            2
      1    2            4
      2    0            4
      0    0            0
      1    2            2
      0    0            1
      1    2            3
      0    0            1
      0    0            1
      0    0            1
      1    2            2
      1    2            4
      0    0            2
      1    2            2
      0    0            4
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            1
      1    2            2
      0    0            2
      1    2            4
      0    0            2
      1    2            4
      0    0            0
      1    2            3
      0    0            2
      0    0            3
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            3
      1    2            2
      0    0            0
      0    0            1
      0    0            2
      0    0            2
      1    2            2
      1    2            4
      0    0            0
      2    0            4
      2    4            5
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      1    2            6
      0    0            2
      0    0            0
      0    0            1
      1    2            3
      0    0            4
      0    0            3
      0    0            0
      0    0            1
      2    4            5
      2    4            4
      0    0            0
      0    0            0
      1    2            4
      0    0            2
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      1    2            2
      0    0            1
      0    0            0
      0    0            2
      0    0            3
      0    0            0
      0    0            0
      0    0            2
      1    2            2
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            2
      0    0            0
      0    0            4
      0    0            1
      0    0            2
      0    0            2
      0    0            0
      1    2            2
      0    0            4
      0    0            0
      0    0            3
      1    2            5
      1    2            3
      0    0            1
      0    0            0
      1    2            2
      0    0            2
      1    2            4
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      1    2            4
      0    0            0
      0    0            2
      0    0            2
      1    2            4
      1    2            5
      0    0            1
      0    0            2
      1    2            5
      0    0            1
      0    0            1
      1    2            3
      0    0            0
      0    0            2
      0    0            1
      0    0            0
      1    2            4
      0    0            0
      0    0            2
      1    2            3
      1    2            2
      0    0            1
      0    0            0
      2    4            6
      0    0            2
      0    0            2
      0    0            1
      0    0            1
      1    2            3
      0    0            3
      0    0            1
      0    0            0
      0    0            1
      1    2            2
      0    0            2
      0    0            0
      1    2            3
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            2
      0    0            0
      0    0            0
      1    2            3
      1    2            5
      0    0            2
      1    2            4
      0    0            2
      0    0            1
      0    0            2
      0    0            0
      0    0            2
      0    0            3
      2    4            4
      0    0            0
      1    2            2
      1    2            3
      0    0            1
      0    0            0
      0    0            1
      0    0            2
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            4
      0    0            0
      0    0            1
      0    0            2
      0    0            0
      0    0            0
      0    0            3
      0    0            2
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      1    2            6
      0    0            0
      1    2            3
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      1    2            4
      0    0            1
      2    0            0
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            3
      1    2            2
      0    0            1
      0    0            2
      0    0            1
      0    0            0
      0    0            3
      0    0            1
      1    2            4
      1    2            4
      0    0            2
      0    0            3
      0    0            0
      0    0            2
      1    2            2
      1    2            2
      0    0            1
      1    2            3
      0    0            1
      0    0            0
      0    0            2
      0    0            1
      0    0            0
      0    0            1
      0    0            0
      0    0            2
      0    0            2
      0    0            2
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      1    2            3
      0    0            1
      0    0            0
      0    0            1
      1    2            4
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            2
      2    4            6
      0    0            0
      0    0            2
      0    0            0
      0    0            0
      1    2            3
      0    0            1
      0    0            0
      0    0            2
      0    0            2
      0    0            0
      1    2            3
      1    2            4
      0    0            1
      0    0            0
      1    2            5
      0    0            1
      1    2            3
      0    0            0
      1    2            4
      0    0            0
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            2
      0    0            1
      1    2            5
      1    2            4
      0    0            0
      1    2            2
      0    0            0
      0    0            2
      0    0            1
      0    0            1
      0    0            0
      1    2            2
      0    0            0
      1    2            3
      1    2            2
      0    0            0
      0    0            1
      1    2            3
      0    0            1
      0    0            1
      1    2            2
      1    2            4
      1    2            4
      1    2            4
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      0    0            2
      0    0            1
      0    0            0
      1    2            2
      1    2            2
      0    0            1
      0    0            1
      0    0            2
      1    2            4
      0    0            0
      0    0            3
      0    0            1
      1    2            2
      0    0            0
      1    2            2
      1    2            4
      1    2            2
      2    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            3
      0    0            2
      0    0            0
      1    2            4
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      1    2            3
      1    2            5
      0    0            0
      0    0            0
      0    0            0
      1    2            4
      0    0            1
      1    2            2
      0    0            2
      0    0            4
      1    2            4
      2    4            5
      0    0            0
      0    0            2
      1    2            3
      1    2            2
      0    0            0
      0    0            1
      2    4            5
      0    0            2
      1    2            5
      0    0            4
      1    2            4
      0    0            0
      0    0            1
      1    2            3
      0    0            0
      0    0            1
      1    2            3
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      1    2            3
      0    0            1
      0    0            0
      0    0            1
      0    0            0
      0    0            4
      0    0            1
      1    2            3
      0    0            1
      0    0            3
      1    2            3
      0    0            2
      2    4            4
      0    0            2
      0    0            0
      0    0            1
      0    0            0
      1    2            2
      1    2            3
      1    2            2
      0    0            2
      1    2            2
      0    0            0
      1    2            2
      1    2            2
      1    2            3
      1    2            2
      0    0            2
      0    0            3
      1    2            4
      1    2            5
      0    0            1
      0    0            0
      0    0            2
      0    0            2
      0    0            2
      0    0            2
      0    0            1
      1    2            2
      0    0            0
      0    0            0
      0    0            0
      1    2            3
      0    0            2
      0    0            1
      0    0            3
      0    0            1
      0    0            4
      1    2            5
      0    0            1
      0    0            2
      0    0            1
      1    2            3
      0    0            1
      1    2            3
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            3
      1    2            3
      1    2            4
      1    2            2
      0    0            2
      1    2            2
      1    2            2
      0    0            2
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            1
      0    0            3
      0    0            2
      0    0            0
      0    0            2
      0    0            2
      1    2            4
      0    0            0
      0    0            2
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      0    0            0
      1    2            3
      0    0            3
      1    2            3
      0    0            2
      1    2            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      1    2            3
      1    2            2
      0    0            3
      1    2            4
      0    0            4
      0    0            2
      0    0            0
      1    2            3
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      1    2            4
      0    0            1
      1    2            4
      0    0            2
      0    0            2
      0    0            2
      0    0            4
      2    4            4
      0    0            0
      0    0            2
      0    0            1
      0    0            1
      0    0            0
      0    0            2
      0    0            3
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      1    2            3
      0    0            1
      1    2            4
      1    2            2
      1    2            4
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      0    0            2
      0    0            4
      1    2            2
      0    0            1
      1    2            3
      0    0            0
      3    2            4
      0    0            0
      0    0            2
      0    0            2
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      0    0            2
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      1    2            3
      0    0            1
      0    0            2
      1    2            4
      1    2            4
      0    0            2
      0    0            1
      1    2            2
      0    0            1
      0    0            2
      0    0            0
      0    0            0
      2    0            0
      0    0            2
      0    0            0
      0    0            0
      0    0            2
      0    0            1
      0    0            1
      1    2            3
      0    0            1
      1    2            3
      0    0            1
      0    0            1
      1    2            3
      1    2            2
      0    0            1
      1    2            2
      0    0            1
      1    2            3
      1    2            3
      0    0            2
      0    0            2
      0    0            3
      0    0            0
      1    2            2
      0    0            0
      0    0            2
      1    2            2
      0    0            2
      0    0            1
      2    4            4
      0    0            0
      0    0            0
      0    0            4
      0    0            2
      0    0            1
      1    2            5
      0    0            0
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            2
      0    0            2
      0    0            0
      1    2            2
      0    0            0
      0    0            0
      0    0            1
      2    0            0
      0    0            2
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            2
      1    2            2
      1    2            3
      0    0            1
      1    2            2
      0    0            2
      0    0            3
      1    2            4
      1    2            4
      0    0            1
      0    0            3
      0    0            3
      0    0            0
      0    0            0
      0    0            1
      1    2            3
      1    2            2
      0    0            0
      0    0            1
      1    2            2
      1    2            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      1    2            3
      1    2            2
      1    2            3
      0    0            1
      2    0            0
      1    2            3
      0    0            2
      1    2            3
      0    0            0
      0    0            1
      1    2            4
      0    0            0
      0    0            2
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            0
      0    0            2
      0    0            1
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      1    2            2
      0    0            1
      0    0            0
      0    0            2
      0    0            0
      0    0            0
      0    0            2
      0    0            0
      1    2            3
      0    0            2
      0    0            0
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      0    0            2
      1    2            6
      1    2            3
      0    0            1
      1    2            3
      0    0            0
      0    0            0
      1    2            2
      0    0            3
      0    0            1
      0    0            2
      0    0            3
      1    2            2
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      1    2            5
      0    0            0
      0    0            1
      1    2            3
      0    0            2
      0    0            1
      0    0            1
      0    0            0
      1    2            3
      0    0            2
      0    0            0
      0    0            4
      0    0            4
      0    0            2
      1    2            5
      0    0            2
      0    0            2
      0    0            1
      0    0            2
      0    0            1
      0    0            0
      0    0            1
      2    0            0
      0    0            0
      0    0            3
      0    0            0
      0    0            0
      0    0            0
      1    2            2
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      1    2            3
      1    2            4
      0    0            2
      0    0            1
      1    2            5
      0    0            0
      0    0            0
      1    2            3
      0    0            0
      0    0            2
      0    0            2
      1    2            3
      1    2            2
      1    2            3
      0    0            2
      0    0            2
      0    0            0
      0    0            2
      0    0            2
      0    0            2
      0    0            0
      0    0            0
      0    0            1
      1    2            3
      0    0            1
      0    0            1
      2    0            1
      0    0            0
      0    0            0
      0    0            1
      1    2            3
      1    2            3
      2    4            7
      2    0            1
      1    2            4
      0    0            2
      0    0            0
      0    0            2
      0    0            2
      0    0            2
      1    2            2
      0    0            1
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            3
      0    0            2
      0    0            1
      0    0            0
      0    0            2
      1    2            4
      0    0            0
      0    0            3
      0    0            1
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            2
      0    0            0
      1    2            3
      1    2            4
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      1    2            3
      1    2            2
      0    0            3
      0    0            2
      0    0            2
      0    0            0
      1    2            5
      0    0            2
      2    4            6
      0    0            2
      1    2            3
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      1    2            2
      0    0            0
      2    0            0
      0    0            2
      0    0            0
      0    0            0
      1    2            3
      1    2            3
      0    0            0
      0    0            0
      1    2            3
      0    0            1
      1    2            4
      1    2            4
      0    0            0
      0    0            3
      0    0            0
      1    2            3
      1    2            3
      0    0            3
      0    0            1
      1    2            3
      0    0            1
      0    0            3
      0    0            2
      0    0            1
      0    0            0
      0    0            3
      0    0            2
      0    0            3
      0    0            1
      0    0            0
      0    0            2
      0    0            2
      0    0            0
      0    0            2
      0    0            1
      0    0            3
      0    0            4
      1    2            5
      0    0            2
      1    2            3
      0    0            2
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      0    0            1
      1    2            2
      0    0            1
      0    0            2
      0    0            0
      1    2            2
      0    0            1
      0    0            0
      0    0            2
      0    0            1
      0    0            2
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      1    2            2
      0    0            0
      1    2            3
      1    2            3
      1    2            3
      0    0            0
      0    0            0
      0    0            1
      0    0            0
      1    2            2
      0    0            1
      0    0            0
      0    0            3
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            0
      0    0            1
      1    2            4
      0    0            0
      1    2            2
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      0    0            2
      0    0            1
      0    0            2
      0    0            0
      1    2            2
      1    2            2
      0    0            1
      0    0            2
      0    0            0
      0    0            1
      1    2            5
      0    0            0
      0    0            1
      0    0            1
      1    2            3
      0    0            0
      0    0            3
      0    0            2
      0    0            0
      0    0            2
      0    0            0
      0    0            3
      0    0            2
      0    0            2
      0    0            0
      1    2            3
      1    2            2
      0    0            1
      0    0            0
      0    0            1
      0    0            2
      0    0            3
      1    2            2
      2    4            4
      0    0            0
      0    0            0
      0    0            1
      0    0            0
      0    0            2
      1    2            2
      0    0            1
      0    0            1
      0    0            1
      1    2            2
      0    0            1
      0    0            0
      0    0            0
      1    2            2
      1    2            5
      0    0            0
      0    0            2
      1    2            4
      1    2            3
      0    0            1
      0    0            0
      0    0            1
      0    0            0
      0    0            0
      0    0            1
      0    0            1
      1    2            3
      0    0            2
      0    0            0
      0    0            2
      2    4            5
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            3
      0    0            0
      0    0            0
      0    0            0
      0    0            1
      0    0            2
      1    2            2
      0    0            0
      2    0            0
      2    4            4
      0    0            1
      1    2            3
      0    0            1
      0    0            1
      0    0            0
      1    2            2
      0    0            1
      0    0            4
      0    0            0
      0    0            0
      0    0            2
      0    0            2
      0    0            1
      0    0            0
      0    0            2
      0    0            0
      2    4            7
      1    2            2
      0    0            0
      1    2            3
      1    2            2
      1    2            2
      1    2            3
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      0    0            5
      0    0            0
      0    0            0
      1    2            3
      0    0            3
      0    0            2
      0    0            2
      0    0            1
      0    0            0
      1    2            2
      0    0            1
      0    0            1
      0    0            0
      0    0            2
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            2
      1    2            2
      0    0            1
      1    2            3
      0    0            1
      3    2            2
      1    2            2
      0    0            1
      1    2            5
      0    0            0
      0    0            2
      0    0            2
      1    2            3
      0    0            4
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      0    0            2
      0    0            0
      1    2            2
      1    2            3
      0    0            2
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      0    0            1
      0    0            1
      0    0            0
      0    0            0
      0    0            2
      0    0            0
      0    0            2
      1    2            5
      0    0            2
      0    0            0
      1    2            3
      0    0            3
      1    2            3
      0    0            1
      0    0            0
      0    0            3
      0    0            1
      0    0            0
      0    0            2
      0    0            1
      0    0            0
      0    0            0
      0    0            0
      0    0            0
      1    2            2
      0    0            1
      0    0            0
      0    0            0
      0    0            3
      0    0            0
      0    0            1
      0    0            1
      0    0            4
      0    0            1
      0    0            0
      0    0            2
      1    2            3
      0    0            3
      1    2            2
      0    0            2
      0    0            3
      0    0            0
      0    0            1
      0    0            0
      0    0            1
      1    2            4
      0    0            1
      1    2            2
      0    0            0
      0    0            1
      1    2            2
      1    2            2
      0    0            2
      1    2            2
      0    0            2
      0    0            4
      0    0            2
      0    0            0
      1    2            4
      0    0            1
      1    2            3
      0    0            0
      2    4            5
      1    2            3
      1    2            2
      0    0            2
      0    0            1
      0    0            0
      0    0            2
      0    0            4
      0    0            0
      0    0            5
      0    0            4
      1    2            3
      1    2            5
